chromosome	start	end	celltypes
chr12	12960000	13000000	AD, H1, MES, NPC, TRO
chr12	13000000	13040000	CO, HC, LG, LI, LV, MSC, OV, PA, PO, RV, SX
chr12	13040000	13080000	BL, GM12878
chr12	130560000	130600000	NPC
chr12	130800000	130840000	NPC
chr12	130840000	130880000	H1, MES, TRO
chr12	130880000	130920000	LI
chr12	130920000	130960000	CO, HC
chr12	131120000	131160000	IMR90
chr12	131240000	131280000	LG
chr12	131320000	131360000	AO, LI
chr12	13320000	13360000	SB, TRO
chr12	13360000	13400000	AO, OV
chr12	13400000	13440000	GM12878, IMR90, LG, SX
chr12	14160000	14200000	GM12878
chr12	14240000	14280000	IMR90
chr12	14280000	14320000	LI
chr12	14320000	14360000	AO, LV, MSC, PO, RV, SX, TRO
chr12	14360000	14400000	AD, H1, HC, LG, MES, OV
chr12	14400000	14440000	BL, CO, NPC, PA, SB
chr12	14760000	14800000	NPC
chr12	14800000	14840000	LG, LI, MES
chr12	14840000	14880000	AD, BL, CO, GM12878, H1, HC, IMR90
chr12	14880000	14920000	SX
chr12	14920000	14960000	OV, SB
chr12	15280000	15320000	LI
chr12	15320000	15360000	IMR90
chr12	15400000	15440000	GM12878
chr12	15600000	15640000	IMR90
chr12	15680000	15720000	H1
chr12	16080000	16120000	AD, LI
chr12	16120000	16160000	AO, CO, H1, LG, LV, MES, NPC, OV, PA, TRO
chr12	16160000	16200000	BL, GM12878, HC, IMR90, MSC, PO, RV, SX
chr12	16640000	16680000	SB
chr12	17000000	17040000	TRO
chr12	17040000	17080000	H1, MES
chr12	17880000	17920000	SX
chr12	18040000	18080000	PO
chr12	18120000	18160000	SX
chr12	18160000	18200000	AO, CO, HC, LV, PA
chr12	18200000	18240000	AD, BL, GM12878, LG, RV, SB
chr12	18240000	18280000	H1, IMR90, LI, MES, MSC, OV, TRO
chr12	18280000	18320000	NPC
chr12	19360000	19400000	AO
chr12	19440000	19480000	GM12878
chr12	19520000	19560000	PO
chr12	19560000	19600000	PA
chr12	19640000	19680000	MSC
chr12	19680000	19720000	IMR90, LG
chr12	19720000	19760000	LV, MES, NPC, RV, SB, TRO
chr12	19760000	19800000	AD, GM12878, H1, HC, LI, OV
chr12	19800000	19840000	CO
chr12	19840000	19880000	BL
chr12	2040000	2080000	RV
chr12	2080000	2120000	AD, SB
chr12	20800000	20840000	AD
chr12	20880000	20920000	BL, IMR90, MES, MSC
chr12	20920000	20960000	LI
chr12	20960000	21000000	AO
chr12	21040000	21080000	LV, PA, RV, SB
chr12	2120000	2160000	LI, SX
chr12	21280000	21320000	RV
chr12	21320000	21360000	CO, HC
chr12	21360000	21400000	GM12878, MSC, PO, SX, TRO
chr12	21400000	21440000	LI, RV
chr12	21440000	21480000	MES
chr12	21480000	21520000	AD, LG, LV
chr12	2160000	2200000	CO
chr12	21600000	21640000	IMR90
chr12	21640000	21680000	MES, OV
chr12	21680000	21720000	BL
chr12	21720000	21760000	CO, H1
chr12	21760000	21800000	NPC
chr12	21800000	21840000	HC
chr12	22160000	22200000	BL, GM12878, IMR90, PA, SX
chr12	22240000	22280000	LI
chr12	22680000	22720000	H1
chr12	22720000	22760000	AO, MES, NPC, OV, TRO
chr12	22760000	22800000	BL
chr12	22800000	22840000	HC, LG, LV, RV
chr12	22840000	22880000	AD, CO, IMR90, LI, MSC, PA, PO
chr12	22880000	22920000	GM12878, SX
chr12	22960000	23000000	SB
chr12	24200000	24240000	MES
chr12	24240000	24280000	H1, TRO
chr12	25000000	25040000	GM12878
chr12	25040000	25080000	IMR90, PA, PO, SX
chr12	25080000	25120000	H1, MES, RV, SB
chr12	25120000	25160000	AO, LG, LV, MSC, NPC
chr12	25160000	25200000	HC
chr12	25280000	25320000	CO, TRO
chr12	25320000	25360000	AD, BL, LI
chr12	25400000	25440000	OV
chr12	25520000	25560000	GM12878, SX
chr12	25680000	25720000	SB
chr12	26120000	26160000	CO
chr12	26160000	26200000	AD, BL, OV, PA, PO, SB, SX
chr12	26200000	26240000	AO, GM12878, LG, LI, LV, RV, TRO
chr12	26240000	26280000	H1, IMR90, MSC
chr12	26280000	26320000	MES, NPC
chr12	26720000	26760000	GM12878
chr12	27000000	27040000	LV, RV
chr12	27040000	27080000	AO, BL, LG
chr12	27080000	27120000	IMR90, MES, NPC
chr12	27120000	27160000	H1, MSC
chr12	27160000	27200000	SB, TRO
chr12	27480000	27520000	MES, PO
chr12	27520000	27560000	H1, SB
chr12	27560000	27600000	HC, NPC
chr12	27800000	27840000	NPC
chr12	27840000	27880000	BL, H1, IMR90
chr12	27880000	27920000	AD, CO, MES, MSC, PA, TRO
chr12	27920000	27960000	AO, HC, LG, LI, LV, OV, PO, RV, SB, SX
chr12	27960000	28000000	GM12878
chr12	29160000	29200000	SB
chr12	2920000	2960000	HC, PA, PO
chr12	29200000	29240000	SX
chr12	29240000	29280000	LG, LI
chr12	29280000	29320000	MSC, PA, TRO
chr12	29320000	29360000	AD, IMR90, LV, PO, RV
chr12	29360000	29400000	OV
chr12	29400000	29440000	AO
chr12	29440000	29480000	BL, CO, H1
chr12	29480000	29520000	MES, NPC
chr12	29520000	29560000	HC
chr12	29560000	29600000	GM12878, SB
chr12	2960000	3000000	RV
chr12	3000000	3040000	CO, LG, LV, OV
chr12	3080000	3120000	BL, HC, MES
chr12	31000000	31040000	GM12878
chr12	31040000	31080000	NPC
chr12	3120000	3160000	NPC
chr12	31360000	31400000	H1, HC, LI, MES, SX, TRO
chr12	31400000	31440000	AD, AO, CO, IMR90, MSC, OV, PA, SB
chr12	31440000	31480000	BL, LG, LV, PO, RV
chr12	3160000	3200000	AD, H1, LI, MSC, TRO
chr12	3200000	3240000	IMR90, SB, SX
chr12	3280000	3320000	AO
chr12	32880000	32920000	AD, AO, BL, H1, MES
chr12	32920000	32960000	HC, IMR90, LG, LI, LV, MSC, NPC, OV, PA, PO, RV, SB, SX, TRO
chr12	32960000	33000000	CO, GM12878
chr12	34320000	34360000	H1, MES, NPC
chr12	37920000	37960000	AD, AO, BL, H1, HC, LG, LI, LV, MES, MSC, NPC, PA, PO, RV, SB, SX, TRO
chr12	38520000	38560000	NPC
chr12	3880000	3920000	MSC, SX, TRO
chr12	3920000	3960000	AD, BL, CO, H1, LG, MES
chr12	3960000	4000000	HC, LI, LV, NPC, PA, PO, RV
chr12	39600000	39640000	SB
chr12	39640000	39680000	AO, PO
chr12	39680000	39720000	AD, CO, GM12878, H1, HC, LG, LV, OV, PA, RV
chr12	39720000	39760000	BL, IMR90, LI, MSC, NPC, SX
chr12	4000000	4040000	OV
chr12	40000000	40040000	LG, LI, TRO
chr12	40040000	40080000	AD, H1, MES
chr12	40560000	40600000	NPC, TRO
chr12	40600000	40640000	H1
chr12	40680000	40720000	CO, MES
chr12	40720000	40760000	AD, LI, MSC, PO, SB
chr12	40760000	40800000	BL, HC, LG, RV
chr12	40800000	40840000	AO, LV, PA
chr12	40840000	40880000	IMR90, OV
chr12	41160000	41200000	SX
chr12	41240000	41280000	MSC
chr12	41280000	41320000	CO, H1, MES
chr12	41320000	41360000	GM12878, TRO
chr12	41360000	41400000	NPC
chr12	42400000	42440000	GM12878
chr12	42480000	42520000	IMR90, LV, RV
chr12	42520000	42560000	H1, LG
chr12	42560000	42600000	MES, MSC, OV
chr12	42680000	42720000	BL
chr12	42720000	42760000	MSC
chr12	42760000	42800000	AO, TRO
chr12	42800000	42840000	NPC, PA, PO
chr12	42840000	42880000	CO, HC
chr12	42880000	42920000	AD
chr12	42920000	42960000	SX
chr12	42960000	43000000	GM12878
chr12	43000000	43040000	SB
chr12	43040000	43080000	LI
chr12	4360000	4400000	BL
chr12	43840000	43880000	H1, LI, MSC, PO, SX
chr12	43880000	43920000	BL, CO, LV, MES, TRO
chr12	43920000	43960000	AD, OV, RV
chr12	44000000	44040000	AO
chr12	44080000	44120000	GM12878, LG, SB
chr12	44160000	44200000	CO, HC, PA
chr12	44240000	44280000	H1, IMR90, MES, MSC, NPC, SX
chr12	44280000	44320000	TRO
chr12	4520000	4560000	H1, MES
chr12	45440000	45480000	GM12878
chr12	45480000	45520000	AO, BL, H1, IMR90, LG, LI, LV, MES, MSC, OV, PA, PO, RV, SB, SX, TRO
chr12	45520000	45560000	AD, CO, HC, NPC
chr12	45960000	46000000	PA
chr12	46080000	46120000	OV
chr12	46240000	46280000	MSC, PA
chr12	46280000	46320000	AD, AO, GM12878, PO
chr12	46320000	46360000	IMR90, LG, NPC, TRO
chr12	46360000	46400000	HC, LI, MES, SB
chr12	46400000	46440000	H1
chr12	47400000	47440000	PA
chr12	47440000	47480000	LG, OV, SX
chr12	47480000	47520000	AO, PO
chr12	4800000	4840000	IMR90
chr12	48080000	48120000	CO, HC, PO, SB, TRO
chr12	48120000	48160000	GM12878, MSC, SX
chr12	48160000	48200000	AD, H1, LG, MES, NPC
chr12	48200000	48240000	LI, PA
chr12	48280000	48320000	BL, LV, OV
chr12	4840000	4880000	AD, MES, PA
chr12	48440000	48480000	AO, RV
chr12	48520000	48560000	IMR90
chr12	48560000	48600000	NPC, PO
chr12	4880000	4920000	AO, BL, HC, MSC, NPC, PO, TRO
chr12	49160000	49200000	AO, LG, OV
chr12	4920000	4960000	CO, H1, LG, LI, LV
chr12	49200000	49240000	AD, BL, LI, PA, RV, SX
chr12	49240000	49280000	CO, GM12878, HC, LV, SB
chr12	49280000	49320000	MSC, PO
chr12	49320000	49360000	IMR90
chr12	49360000	49400000	MES
chr12	49400000	49440000	H1, NPC, TRO
chr12	4960000	5000000	RV, SB, SX
chr12	50040000	50080000	IMR90, LI, MES, MSC, NPC, PO
chr12	50080000	50120000	H1, TRO
chr12	50200000	50240000	GM12878
chr12	50320000	50360000	PA
chr12	50440000	50480000	AD
chr12	50720000	50760000	SX
chr12	50760000	50800000	NPC
chr12	50840000	50880000	LG
chr12	51120000	51160000	H1, IMR90, PA, RV
chr12	51200000	51240000	LG, LV
chr12	5160000	5200000	GM12878
chr12	51760000	51800000	SB
chr12	51800000	51840000	AD, H1, MES, MSC
chr12	51840000	51880000	AO, IMR90, LI, LV, NPC, OV, PO, TRO
chr12	51880000	51920000	LG, RV, SX
chr12	52120000	52160000	PO
chr12	52200000	52240000	GM12878, SX
chr12	52240000	52280000	BL, LV, PA
chr12	52320000	52360000	HC
chr12	52360000	52400000	CO, MSC, RV, SB, TRO
chr12	52400000	52440000	H1, IMR90, MES, NPC
chr12	52440000	52480000	LI
chr12	53440000	53480000	AO, GM12878, IMR90, LI, OV, PO, RV, SX
chr12	53480000	53520000	AD, BL, H1, LG, LV, MSC, PA
chr12	53520000	53560000	NPC, SB
chr12	53560000	53600000	HC, MES, TRO
chr12	53680000	53720000	CO
chr12	53880000	53920000	TRO
chr12	53960000	54000000	IMR90
chr12	5400000	5440000	OV
chr12	54040000	54080000	AD, SB
chr12	54080000	54120000	PA, PO
chr12	54120000	54160000	RV
chr12	54160000	54200000	LG, LV, SX
chr12	54760000	54800000	MES
chr12	54800000	54840000	H1, SB
chr12	54840000	54880000	AD, CO
chr12	54880000	54920000	HC, LI, LV, MSC, NPC, PA, RV, TRO
chr12	54920000	54960000	BL, IMR90, LG, OV, PO
chr12	54960000	55000000	AO, GM12878, SX
chr12	55480000	55520000	H1, OV
chr12	55520000	55560000	NPC, TRO
chr12	56080000	56120000	IMR90, LG, LV, PA, PO, RV, SB, SX
chr12	56120000	56160000	AD, AO, BL, GM12878, HC, MSC
chr12	56160000	56200000	CO, OV, TRO
chr12	56200000	56240000	LI, NPC
chr12	56360000	56400000	NPC
chr12	56400000	56440000	H1
chr12	56440000	56480000	MES
chr12	56880000	56920000	SX
chr12	57000000	57040000	CO, GM12878, H1, HC, LG, LV, PA, RV
chr12	57040000	57080000	NPC, TRO
chr12	58080000	58120000	MES, NPC
chr12	58120000	58160000	H1, IMR90, MSC, TRO
chr12	58200000	58240000	BL, HC, LV, RV
chr12	58240000	58280000	AD, CO, GM12878, LI, PA
chr12	58280000	58320000	AO, PO, SB
chr12	58320000	58360000	LG, OV
chr12	58360000	58400000	SX
chr12	59640000	59680000	GM12878, SX
chr12	59680000	59720000	AD, AO, BL, IMR90, LG, LI, LV, OV, PO, RV, SB
chr12	59720000	59760000	MSC, PA
chr12	59760000	59800000	H1, NPC
chr12	59800000	59840000	MES, TRO
chr12	60160000	60200000	LV, MSC, OV
chr12	60200000	60240000	LG, TRO
chr12	60240000	60280000	PA, RV
chr12	60280000	60320000	AO, CO, GM12878, PO, SX
chr12	60320000	60360000	HC
chr12	60760000	60800000	SX
chr12	60840000	60880000	LG, MES, OV, PO
chr12	60880000	60920000	AO, BL, GM12878, H1, LI, NPC, PA, SB, TRO
chr12	60920000	60960000	LV, MSC, RV
chr12	60960000	61000000	AD
chr12	61000000	61040000	IMR90
chr12	6120000	6160000	LG, SX
chr12	62480000	62520000	GM12878
chr12	62520000	62560000	LG, SB, SX
chr12	62560000	62600000	IMR90, LV, PA, PO, RV
chr12	62600000	62640000	AD, CO, HC, LI, MSC, OV
chr12	62640000	62680000	AO, BL, H1, MES, NPC, TRO
chr12	6280000	6320000	AD, LI, PA
chr12	6320000	6360000	GM12878
chr12	63280000	63320000	BL
chr12	63320000	63360000	AD
chr12	63360000	63400000	AO, LV, RV
chr12	63400000	63440000	LG, LI, PO
chr12	63440000	63480000	GM12878, SX
chr12	63480000	63520000	MES, MSC, PA, TRO
chr12	63520000	63560000	CO, H1, HC, NPC, OV, SB
chr12	6400000	6440000	AO, BL, OV, SB
chr12	64000000	64040000	SX
chr12	64120000	64160000	AD, GM12878, HC, IMR90, MSC, PA, PO
chr12	64160000	64200000	BL, CO, LG, LI, OV
chr12	64200000	64240000	H1, SB
chr12	64240000	64280000	LV, MES, NPC, RV
chr12	64280000	64320000	TRO
chr12	6440000	6480000	MSC
chr12	64760000	64800000	SX
chr12	64800000	64840000	BL, GM12878, OV, PA, SB
chr12	64840000	64880000	AO, H1, LG, MES, MSC, PO, TRO
chr12	64880000	64920000	CO, IMR90, LV
chr12	65080000	65120000	CO
chr12	65120000	65160000	AD, BL, H1, IMR90, LI, LV, NPC, PA, PO
chr12	65160000	65200000	HC, LG, MSC, OV, RV, SX
chr12	65680000	65720000	GM12878
chr12	6640000	6680000	H1
chr12	66560000	66600000	HC
chr12	66600000	66640000	CO, H1, MES
chr12	66640000	66680000	BL, IMR90, NPC, OV, PA, TRO
chr12	66680000	66720000	MSC, RV, SB
chr12	66720000	66760000	AO
chr12	6680000	6720000	NPC
chr12	67160000	67200000	IMR90, OV
chr12	6720000	6760000	CO
chr12	67200000	67240000	BL
chr12	67280000	67320000	AD, AO, LV, MSC
chr12	67320000	67360000	PA, RV
chr12	67360000	67400000	GM12878, LG, PO
chr12	67400000	67440000	CO, LI, SX
chr12	67440000	67480000	HC
chr12	67520000	67560000	SB
chr12	67680000	67720000	H1, MES, NPC, TRO
chr12	68520000	68560000	GM12878
chr12	68560000	68600000	AO, SX
chr12	68600000	68640000	BL, MSC
chr12	68680000	68720000	IMR90, LG, LI
chr12	68720000	68760000	NPC
chr12	69120000	69160000	OV
chr12	69160000	69200000	CO, HC
chr12	6920000	6960000	H1, MES, TRO
chr12	69200000	69240000	IMR90, LG, LI, PA, SB
chr12	69240000	69280000	AD, H1, MES, TRO
chr12	69560000	69600000	PO
chr12	69600000	69640000	CO, GM12878, H1, HC, NPC
chr12	69640000	69680000	AO, IMR90, LI, LV, MES, MSC, SB, TRO
chr12	69680000	69720000	LG, PA, RV, SX
chr12	69720000	69760000	AD, BL
chr12	69960000	70000000	H1
chr12	70000000	70040000	IMR90, LI, OV
chr12	70080000	70120000	GM12878, SX
chr12	7040000	7080000	CO, HC, MSC
chr12	7080000	7120000	GM12878
chr12	71000000	71040000	OV
chr12	71080000	71120000	SB
chr12	71160000	71200000	NPC
chr12	7120000	7160000	AD, IMR90, LI
chr12	71480000	71520000	LI
chr12	7160000	7200000	LV
chr12	71760000	71800000	GM12878
chr12	71840000	71880000	IMR90, SX
chr12	7200000	7240000	RV
chr12	72200000	72240000	H1
chr12	72240000	72280000	MES, NPC, OV, TRO
chr12	72280000	72320000	CO, MSC
chr12	72320000	72360000	AD, BL, HC
chr12	72360000	72400000	AO, LG, RV, SB
chr12	7240000	7280000	AO, BL
chr12	72400000	72440000	LV, PA
chr12	72440000	72480000	GM12878, LI, PO
chr12	72480000	72520000	SX
chr12	7280000	7320000	LG, PA, PO, SB, SX
chr12	73040000	73080000	SB
chr12	73120000	73160000	IMR90
chr12	7320000	7360000	OV
chr12	73520000	73560000	OV
chr12	73680000	73720000	AD
chr12	73720000	73760000	BL
chr12	74000000	74040000	PO
chr12	74120000	74160000	LG
chr12	74280000	74320000	AD, PA, SX
chr12	74320000	74360000	AO, CO, HC
chr12	74400000	74440000	BL, LI
chr12	74440000	74480000	GM12878
chr12	74960000	75000000	GM12878, H1, MES, NPC, TRO
chr12	75000000	75040000	IMR90, LI
chr12	75040000	75080000	AD, BL, CO, HC, MSC, PA, PO
chr12	75120000	75160000	LG
chr12	75600000	75640000	AO, OV, PA, SX
chr12	75640000	75680000	SB
chr12	75680000	75720000	GM12878, LG, LV, PO
chr12	75720000	75760000	BL, CO, HC, IMR90, RV
chr12	75760000	75800000	AD, TRO
chr12	75800000	75840000	H1, LI, MES, MSC, NPC
chr12	76440000	76480000	IMR90
chr12	77000000	77040000	AO, BL, NPC
chr12	77040000	77080000	CO, H1, MSC
chr12	77080000	77120000	OV
chr12	77320000	77360000	AD, BL, HC, LI, MSC
chr12	77360000	77400000	AO, CO, H1, IMR90, LG, LV, NPC, OV, PO, RV, SB
chr12	77400000	77440000	GM12878, MES, PA, TRO
chr12	77440000	77480000	SX
chr12	78000000	78040000	AD
chr12	78320000	78360000	CO, NPC, TRO
chr12	78360000	78400000	HC, LI, MES
chr12	78400000	78440000	AO, BL, GM12878, H1, IMR90, LG, LV, OV, PO, RV
chr12	78440000	78480000	MSC, SX
chr12	78480000	78520000	PA, SB
chr12	7880000	7920000	BL
chr12	78960000	79000000	H1
chr12	7920000	7960000	AO, IMR90, LI, RV
chr12	7960000	8000000	OV
chr12	79640000	79680000	SB
chr12	79720000	79760000	AO
chr12	79760000	79800000	H1, IMR90, LI, MSC, PA, SX, TRO
chr12	79800000	79840000	AD, BL, GM12878, LG, LV, MES, OV, RV
chr12	79840000	79880000	CO, NPC, PO
chr12	79880000	79920000	HC
chr12	80640000	80680000	OV
chr12	80680000	80720000	GM12878, NPC, PO
chr12	80720000	80760000	CO, H1, IMR90, MES
chr12	80760000	80800000	AD, AO, BL, HC, LG, LI, LV, MSC, RV
chr12	8080000	8120000	PO
chr12	80800000	80840000	PA, TRO
chr12	80840000	80880000	SX
chr12	80880000	80920000	SB
chr12	8120000	8160000	LG
chr12	81200000	81240000	LG, NPC
chr12	8160000	8200000	GM12878, HC
chr12	81600000	81640000	CO
chr12	81640000	81680000	HC
chr12	81680000	81720000	AO, SB
chr12	81720000	81760000	TRO
chr12	81800000	81840000	H1, IMR90, MES, MSC, NPC
chr12	81840000	81880000	BL, GM12878, LG, LI
chr12	81880000	81920000	PA
chr12	81960000	82000000	AD, SX
chr12	8200000	8240000	PA
chr12	82000000	82040000	RV
chr12	82040000	82080000	PO
chr12	82080000	82120000	CO
chr12	82160000	82200000	OV
chr12	8240000	8280000	AD, MSC, SB
chr12	82720000	82760000	GM12878, LI, OV, PO
chr12	82760000	82800000	AD, PA
chr12	82800000	82840000	AO, CO, HC, LG, LV, MES, MSC, SB, SX, TRO
chr12	82840000	82880000	BL, H1, RV
chr12	82880000	82920000	NPC
chr12	83960000	84000000	TRO
chr12	84160000	84200000	MES, MSC
chr12	84200000	84240000	H1, NPC, OV, SB
chr12	84240000	84280000	AO, BL
chr12	85120000	85160000	GM12878
chr12	85160000	85200000	LI
chr12	85200000	85240000	HC, PO, SX
chr12	85240000	85280000	AD, CO
chr12	85280000	85320000	OV
chr12	85320000	85360000	PA, SB
chr12	85360000	85400000	MES, NPC
chr12	85400000	85440000	H1
chr12	85440000	85480000	AO, BL, LG, MSC, TRO
chr12	85480000	85520000	IMR90, LV, RV
chr12	8560000	8600000	H1, NPC
chr12	8600000	8640000	LV, MES, PA, SB, TRO
chr12	86240000	86280000	IMR90
chr12	86280000	86320000	MSC
chr12	86320000	86360000	AO, BL, NPC, PA, TRO
chr12	86360000	86400000	AD, CO, H1, HC, LG, RV, SB
chr12	8640000	8680000	AO, CO, HC, IMR90, LG, LI, OV, RV, SX
chr12	86400000	86440000	GM12878, LI, LV, OV, PO
chr12	86440000	86480000	MES, SX
chr12	8680000	8720000	AD, BL, MSC
chr12	87120000	87160000	SB
chr12	87160000	87200000	TRO
chr12	88360000	88400000	GM12878
chr12	88400000	88440000	AO, LG, OV, PA, PO, SB, SX
chr12	88440000	88480000	AD, BL, CO, H1, HC, IMR90, LI, LV, MES, MSC, NPC, RV, TRO
chr12	89280000	89320000	LV, RV
chr12	89320000	89360000	AD, CO, LG, PA, PO, SB, SX
chr12	89360000	89400000	AO, BL, GM12878, H1, LI, MES, NPC, TRO
chr12	89400000	89440000	IMR90, MSC, OV
chr12	89880000	89920000	AD, AO, CO, HC, LI, MSC, PO, SB, TRO
chr12	89920000	89960000	BL, IMR90, LV, MES, NPC, OV, RV
chr12	89960000	90000000	H1, LG, PA
chr12	90480000	90520000	H1
chr12	90520000	90560000	MES
chr12	90560000	90600000	LI, LV
chr12	91320000	91360000	OV
chr12	91360000	91400000	IMR90, TRO
chr12	91400000	91440000	BL, CO, H1, HC, MSC, NPC
chr12	91440000	91480000	MES
chr12	91480000	91520000	AO, LV, PO, RV
chr12	9160000	9200000	MES
chr12	91600000	91640000	GM12878, LG, PA
chr12	91640000	91680000	AD, SX
chr12	91680000	91720000	LI, MES, OV
chr12	91720000	91760000	IMR90, MSC, SB, TRO
chr12	9240000	9280000	NPC, TRO
chr12	9280000	9320000	GM12878
chr12	93120000	93160000	GM12878, H1, IMR90, LG, MES, PA, PO
chr12	93160000	93200000	AD, BL, LI, LV, MSC, NPC, RV, SB, SX, TRO
chr12	9320000	9360000	SX
chr12	93200000	93240000	AO, HC, OV
chr12	93240000	93280000	CO
chr12	9360000	9400000	IMR90
chr12	93800000	93840000	AD, AO, BL, HC, LI, LV, PA, PO, RV, SB
chr12	93840000	93880000	CO, H1, IMR90, LG, MES, MSC, NPC, OV, SX, TRO
chr12	93880000	93920000	GM12878
chr12	9440000	9480000	MSC
chr12	94480000	94520000	OV
chr12	94520000	94560000	AO, CO, GM12878, H1, HC, IMR90, LI, LV, MES, MSC, NPC, RV, TRO
chr12	94560000	94600000	AD, BL, LG, PA, PO, SB, SX
chr12	9480000	9520000	H1, PO
chr12	94960000	95000000	GM12878, TRO
chr12	95000000	95040000	MES
chr12	95360000	95400000	H1, MES
chr12	95400000	95440000	LI, NPC
chr12	95440000	95480000	IMR90, PA, SB, TRO
chr12	95480000	95520000	AO
chr12	95520000	95560000	GM12878
chr12	95960000	96000000	IMR90, NPC, SB
chr12	96000000	96040000	CO
chr12	96240000	96280000	MSC, SX
chr12	96280000	96320000	CO, GM12878, PO
chr12	96320000	96360000	AD, BL, HC, LG, OV, SB
chr12	96360000	96400000	IMR90, LV, MES, PA, RV, TRO
chr12	96400000	96440000	AO, H1, LI, NPC
chr12	9680000	9720000	PO
chr12	96880000	96920000	AD, AO, H1, LI, MES, NPC, OV
chr12	96920000	96960000	BL, CO, PA, PO, RV, SB, TRO
chr12	96960000	97000000	HC, IMR90, LG, LV, MSC
chr12	97000000	97040000	GM12878, SX
chr12	97400000	97440000	GM12878
chr12	9760000	9800000	H1, LI, LV, RV
chr12	9800000	9840000	AO, SB
chr12	9840000	9880000	AD, OV
chr12	9880000	9920000	GM12878
chr12	98840000	98880000	GM12878, LI
chr12	98880000	98920000	AD, BL, CO, HC, TRO
chr12	98920000	98960000	H1, NPC, PA
chr12	98960000	99000000	AO, MES
chr12	99000000	99040000	MSC
chr12	99040000	99080000	LI
chr12	99280000	99320000	GM12878
chr12	99320000	99360000	H1, MES, NPC, PO
chr12	99360000	99400000	TRO
chr12	99400000	99440000	AD, CO, HC, SB
chr12	99440000	99480000	IMR90, LG, LV, RV, SX
chr12	99480000	99520000	OV
chr13	100000000	100040000	CO, NPC
chr13	100080000	100120000	H1, LI, MES, PA, PO, SB
chr13	100120000	100160000	IMR90, SX, TRO
chr13	100160000	100200000	MSC
chr13	101280000	101320000	AD, IMR90, LI, MES, TRO
chr13	101320000	101360000	BL, CO, H1, HC, MSC
chr13	101360000	101400000	LG, PA, SB
chr13	101400000	101440000	LV, PO
chr13	101440000	101480000	GM12878, OV, RV
chr13	101480000	101520000	SX
chr13	101640000	101680000	AO, GM12878, LV, MSC
chr13	101680000	101720000	TRO
chr13	101720000	101760000	HC, MES
chr13	101760000	101800000	CO, NPC
chr13	102520000	102560000	AO
chr13	102640000	102680000	MES
chr13	103160000	103200000	PO, SB, SX
chr13	103200000	103240000	GM12878
chr13	103240000	103280000	AD, OV
chr13	103480000	103520000	NPC, TRO
chr13	103520000	103560000	BL, CO, H1, LI, MES, MSC, RV
chr13	103560000	103600000	HC, IMR90, LG, LV, PO
chr13	103600000	103640000	AO, OV, PA
chr13	103640000	103680000	SX
chr13	104400000	104440000	MSC
chr13	104480000	104520000	H1, MES
chr13	104520000	104560000	HC, RV, TRO
chr13	104920000	104960000	CO
chr13	104960000	105000000	HC, OV
chr13	105040000	105080000	AO, SB
